operating_day,hour_beginning,node,bid_mw,bid_type
2022-01-01,9,LOUISIANA.HUB,1.4937865278268876,INC
2022-01-01,9,MICHIGAN.HUB,2.151742804298054,INC
2022-01-01,9,MINN.HUB,0.3132904671686898,INC
2022-01-01,9,MS.HUB,5.608216956028326,INC
2022-01-01,9,TEXAS.HUB,0.7609080673197127,INC
2022-01-01,10,ILLINOIS.HUB,0.12943362748213638,DEC
2022-01-01,10,LOUISIANA.HUB,0.3138536729998992,DEC
2022-01-01,10,MICHIGAN.HUB,0.16748038582916774,DEC
2022-01-01,10,MS.HUB,0.15492045904677007,INC
2022-01-01,11,INDIANA.HUB,0.4451360004701985,INC
2022-01-01,11,MICHIGAN.HUB,0.16118193307916645,INC
2022-01-01,11,MS.HUB,0.2698769406537954,INC
2022-01-01,12,LOUISIANA.HUB,0.1372463966834591,INC
2022-01-01,12,MICHIGAN.HUB,0.477793438142581,INC
2022-01-01,12,MS.HUB,0.26517939938081087,INC
2022-01-01,13,ARKANSAS.HUB,0.10698635226477644,INC
2022-01-01,13,INDIANA.HUB,1.0767902950707113,INC
2022-01-01,13,MICHIGAN.HUB,0.5890222921563673,INC
2022-01-01,13,MS.HUB,0.2720249085218007,INC
2022-01-01,14,INDIANA.HUB,0.4326512261490143,INC
2022-01-01,14,MINN.HUB,0.3693223779660747,INC
2022-01-01,14,MS.HUB,0.4240256923146043,INC
2022-01-01,14,TEXAS.HUB,0.36202818066117026,INC
2022-01-01,15,ILLINOIS.HUB,2.2430897508631773,INC
2022-01-01,15,INDIANA.HUB,2.249812690482939,INC
2022-01-01,15,LOUISIANA.HUB,4.787231027562964,INC
2022-01-01,15,MICHIGAN.HUB,3.0883828250962457,INC
2022-01-01,15,MINN.HUB,1.8121038202738295,INC
2022-01-01,15,MS.HUB,2.424380838553275,INC
2022-01-01,15,TEXAS.HUB,0.538197627915591,INC
2022-01-01,16,ARKANSAS.HUB,2.083920285247659,INC
2022-01-01,16,ILLINOIS.HUB,4.241191624746376,INC
2022-01-01,16,INDIANA.HUB,4.254159221954914,INC
2022-01-01,16,LOUISIANA.HUB,7.741863739034159,INC
2022-01-01,16,MICHIGAN.HUB,4.4937044041188114,INC
2022-01-01,16,MINN.HUB,1.6766357695773764,INC
2022-01-01,16,MS.HUB,5.384679154802008,INC
2022-01-01,16,TEXAS.HUB,1.9058191133257287,INC
2022-01-01,17,ILLINOIS.HUB,0.11566529859431193,INC
2022-01-01,17,MICHIGAN.HUB,0.23001836804616732,INC
2022-01-01,18,INDIANA.HUB,0.11099548286289276,INC
2022-01-01,19,ARKANSAS.HUB,0.13717281521202118,DEC
2022-01-01,19,LOUISIANA.HUB,0.18334898077484962,DEC
2022-01-01,19,MICHIGAN.HUB,0.4513297476333629,INC
2022-01-01,19,TEXAS.HUB,0.12136528413393566,DEC
2022-01-01,20,ARKANSAS.HUB,0.1767111866485317,DEC
2022-01-01,20,LOUISIANA.HUB,0.22524061282492513,DEC
2022-01-01,20,MINN.HUB,0.4014880343440319,DEC
2022-01-01,20,MS.HUB,0.20087657596018324,DEC
2022-01-01,20,TEXAS.HUB,0.15139873364965425,DEC
2022-01-01,21,ARKANSAS.HUB,0.20472265975452317,DEC
2022-01-01,21,INDIANA.HUB,0.1159483895546015,INC
2022-01-01,21,LOUISIANA.HUB,0.16889924100905762,DEC
2022-01-01,21,MINN.HUB,0.7720636561722164,DEC
2022-01-01,21,MS.HUB,0.19850088534858035,DEC
2022-01-01,21,TEXAS.HUB,0.2048574748543554,DEC
2022-01-01,22,INDIANA.HUB,0.42793037475372386,INC
2022-01-01,22,LOUISIANA.HUB,1.903375369676439,INC
2022-01-01,22,MINN.HUB,0.3412329910418108,DEC
2022-01-01,22,MS.HUB,3.0088650194949857,INC
2022-01-01,22,TEXAS.HUB,0.1746217857025693,INC
2022-01-01,23,ARKANSAS.HUB,0.14787847496139128,INC
2022-01-01,23,MINN.HUB,0.1310397807397376,DEC
2022-01-01,23,MS.HUB,0.16452790131081152,INC
2022-01-02,0,LOUISIANA.HUB,0.3411422875032755,INC
2022-01-02,0,MICHIGAN.HUB,0.6768263521132951,INC
2022-01-02,0,MINN.HUB,0.25745451945984393,DEC
2022-01-02,1,INDIANA.HUB,1.360249551046234,INC
2022-01-02,1,MINN.HUB,0.7302430156634426,DEC
2022-01-02,2,ARKANSAS.HUB,0.9997799947158692,INC
2022-01-02,2,MS.HUB,0.6802163882576137,INC
2022-01-02,3,ILLINOIS.HUB,0.16731538409260663,INC
2022-01-02,3,INDIANA.HUB,5.661077074427509,INC
2022-01-02,3,LOUISIANA.HUB,1.8357010136189917,INC
2022-01-02,3,MINN.HUB,0.13097337532746042,INC
2022-01-02,4,ILLINOIS.HUB,0.5637395512230515,INC
2022-01-02,5,LOUISIANA.HUB,0.1893423410688194,DEC
2022-01-02,5,MICHIGAN.HUB,0.22488449266922586,INC
2022-01-02,5,MINN.HUB,0.21706332373317608,INC
2022-01-02,6,INDIANA.HUB,0.48829876515704074,DEC
2022-01-02,6,MINN.HUB,0.5167513939339102,DEC
2022-01-02,7,ILLINOIS.HUB,0.1652219582469075,DEC
2022-01-02,7,INDIANA.HUB,0.4957931379466326,DEC
2022-01-02,8,ILLINOIS.HUB,0.44049315958928037,INC
2022-01-02,8,INDIANA.HUB,1.138625285620784,INC
2022-01-02,8,LOUISIANA.HUB,3.2383882198648686,INC
2022-01-02,8,MICHIGAN.HUB,0.19520836976625597,INC
2022-01-02,8,MS.HUB,2.5356205149561912,INC
2022-01-02,9,ARKANSAS.HUB,0.11950651291030617,INC
2022-01-02,9,INDIANA.HUB,0.5626977247167895,INC
2022-01-02,9,LOUISIANA.HUB,1.155038347858378,INC
2022-01-02,9,MICHIGAN.HUB,2.064883285232321,INC
2022-01-02,9,MINN.HUB,0.5211986083500109,INC
2022-01-02,9,MS.HUB,6.814858710021715,INC
2022-01-02,9,TEXAS.HUB,0.7312577973778158,INC
2022-01-02,10,ILLINOIS.HUB,0.23205593205531633,DEC
2022-01-02,10,MS.HUB,0.1745767396315816,INC
2022-01-02,11,ILLINOIS.HUB,0.2734347297088752,INC
2022-01-02,11,INDIANA.HUB,0.22999057245132026,INC
2022-01-02,11,MICHIGAN.HUB,0.26502584227906756,INC
2022-01-02,11,MINN.HUB,0.20308310095864893,INC
2022-01-02,11,MS.HUB,0.19975074825169,INC
2022-01-02,12,LOUISIANA.HUB,0.3697360539377411,DEC
2022-01-02,13,ARKANSAS.HUB,0.10302960853043484,INC
2022-01-02,13,INDIANA.HUB,0.5717520373820448,INC
2022-01-02,13,MINN.HUB,0.33127423991384464,INC
2022-01-02,14,MINN.HUB,0.3783903058488053,INC
2022-01-02,15,ILLINOIS.HUB,2.2907275891250203,INC
2022-01-02,15,INDIANA.HUB,2.2540537224517347,INC
2022-01-02,15,LOUISIANA.HUB,5.741058570153457,INC
2022-01-02,15,MICHIGAN.HUB,3.3324627422080924,INC
2022-01-02,15,MINN.HUB,1.1749588235273254,INC
2022-01-02,15,MS.HUB,2.3714123536593066,INC
2022-01-02,15,TEXAS.HUB,0.4801177283897541,INC
2022-01-02,16,ARKANSAS.HUB,1.7551234397195759,INC
2022-01-02,16,ILLINOIS.HUB,3.917202058703858,INC
2022-01-02,16,INDIANA.HUB,3.924032848044548,INC
2022-01-02,16,LOUISIANA.HUB,10.91982532684566,INC
2022-01-02,16,MICHIGAN.HUB,4.6751132667317705,INC
2022-01-02,16,MINN.HUB,2.6602480117576004,INC
2022-01-02,16,MS.HUB,4.9346505232301725,INC
2022-01-02,16,TEXAS.HUB,3.063884764703975,INC
2022-01-02,17,ARKANSAS.HUB,0.1188273649645517,INC
2022-01-02,17,ILLINOIS.HUB,0.17136987152656163,INC
2022-01-02,17,MICHIGAN.HUB,0.207260201868979,INC
2022-01-02,18,ILLINOIS.HUB,0.1355156317735659,INC
2022-01-02,19,ARKANSAS.HUB,0.2035960222017704,DEC
2022-01-02,19,ILLINOIS.HUB,0.28812740227491956,INC
2022-01-02,19,INDIANA.HUB,0.24286978190652778,INC
2022-01-02,19,LOUISIANA.HUB,0.17018749798015081,DEC
2022-01-02,19,MICHIGAN.HUB,0.5138999524063318,INC
2022-01-02,19,TEXAS.HUB,0.10596799278644031,DEC
2022-01-02,20,ARKANSAS.HUB,0.16930917494038794,DEC
2022-01-02,20,LOUISIANA.HUB,0.2706182421366437,DEC
2022-01-02,20,MICHIGAN.HUB,0.24649841964594715,DEC
2022-01-02,20,MINN.HUB,0.5071670759808756,DEC
2022-01-02,20,MS.HUB,0.16636312178186802,DEC
2022-01-02,20,TEXAS.HUB,0.19830382716816042,DEC
2022-01-02,21,ARKANSAS.HUB,0.17020998834277845,DEC
2022-01-02,21,INDIANA.HUB,0.15072621567525993,INC
2022-01-02,21,LOUISIANA.HUB,0.16123279157823853,DEC
2022-01-02,21,MINN.HUB,0.7620961169204881,DEC
2022-01-02,21,MS.HUB,0.21982150826549735,DEC
2022-01-02,21,TEXAS.HUB,0.14331470280135225,DEC
2022-01-02,22,ILLINOIS.HUB,0.14566178507632435,INC
2022-01-02,22,INDIANA.HUB,1.035474044922597,INC
2022-01-02,22,LOUISIANA.HUB,0.9050975812947185,INC
2022-01-02,22,MICHIGAN.HUB,0.37809838791918565,INC
2022-01-02,22,MS.HUB,3.478718025530162,INC
2022-01-02,22,TEXAS.HUB,0.17571499876988117,INC
2022-01-02,23,TEXAS.HUB,0.4119649290240106,INC
2022-01-03,0,ARKANSAS.HUB,0.2809232700717794,INC
2022-01-03,0,MICHIGAN.HUB,0.8775905399625816,INC
2022-01-03,0,MINN.HUB,0.2114506760923308,DEC
2022-01-03,1,INDIANA.HUB,1.5048748815838187,INC
2022-01-03,1,LOUISIANA.HUB,0.10285148149191976,INC
2022-01-03,1,MINN.HUB,0.8095784605579758,DEC
2022-01-03,2,ARKANSAS.HUB,1.1886198711459715,INC
2022-01-03,3,ARKANSAS.HUB,0.16628801996503995,INC
2022-01-03,3,INDIANA.HUB,5.482591431055174,INC
2022-01-03,3,LOUISIANA.HUB,2.0443790124111185,INC
2022-01-03,4,ILLINOIS.HUB,0.21414433880107145,INC
2022-01-03,4,LOUISIANA.HUB,0.18947431429522016,INC
2022-01-03,4,MS.HUB,0.2200552447070031,DEC
2022-01-03,5,ILLINOIS.HUB,0.15915542104261796,DEC
2022-01-03,5,INDIANA.HUB,0.24954217011268803,INC
2022-01-03,6,MINN.HUB,0.3630850465353647,DEC
2022-01-03,7,ILLINOIS.HUB,0.1462687341211744,DEC
2022-01-03,7,INDIANA.HUB,0.3631768259201067,DEC
2022-01-03,7,MINN.HUB,0.26470993425683975,DEC
2022-01-03,8,ILLINOIS.HUB,0.536163874912119,INC
2022-01-03,8,INDIANA.HUB,1.0231937988982411,INC
2022-01-03,8,LOUISIANA.HUB,3.278435826227353,INC
2022-01-03,8,MS.HUB,2.613683227865955,INC
2022-01-03,8,TEXAS.HUB,0.32215576707318483,INC
2022-01-03,9,ILLINOIS.HUB,0.5165765794345777,INC
2022-01-03,9,INDIANA.HUB,0.8151857924103436,INC
2022-01-03,9,LOUISIANA.HUB,1.0301619528233696,INC
2022-01-03,9,MICHIGAN.HUB,2.0192893323698407,INC
2022-01-03,9,MINN.HUB,0.5624823575475224,INC
2022-01-03,9,MS.HUB,6.876358852230874,INC
2022-01-03,9,TEXAS.HUB,0.5989441537016196,INC
2022-01-03,10,INDIANA.HUB,0.16104495629164847,INC
2022-01-03,11,MS.HUB,0.5216053636243301,INC
2022-01-03,12,INDIANA.HUB,0.17306551396779218,INC
2022-01-03,13,INDIANA.HUB,0.7381132623577725,INC
2022-01-03,13,MINN.HUB,0.1615843970468317,INC
2022-01-03,14,INDIANA.HUB,0.5402326225711861,INC
2022-01-03,15,ILLINOIS.HUB,2.3677158559465235,INC
2022-01-03,15,INDIANA.HUB,2.330275661750672,INC
2022-01-03,15,LOUISIANA.HUB,5.787224513364007,INC
2022-01-03,15,MICHIGAN.HUB,3.4206529790696827,INC
2022-01-03,15,MINN.HUB,1.1037797310698365,INC
2022-01-03,15,MS.HUB,2.4320850576242132,INC
2022-01-03,15,TEXAS.HUB,0.2483735532059813,INC
2022-01-03,16,ARKANSAS.HUB,1.7363616985661559,INC
2022-01-03,16,ILLINOIS.HUB,3.9321844358802105,INC
2022-01-03,16,INDIANA.HUB,3.9244642068744997,INC
2022-01-03,16,LOUISIANA.HUB,11.335839044452733,INC
2022-01-03,16,MICHIGAN.HUB,4.810901194203925,INC
2022-01-03,16,MINN.HUB,2.621716686291468,INC
2022-01-03,16,MS.HUB,4.854944140298954,INC
2022-01-03,16,TEXAS.HUB,2.9754689638221357,INC
2022-01-03,17,ARKANSAS.HUB,0.18909250561939794,INC
2022-01-03,18,ILLINOIS.HUB,0.15490234072304795,INC
2022-01-03,18,MINN.HUB,0.3492712057050233,INC
2022-01-03,19,ILLINOIS.HUB,0.12937670121993766,INC
2022-01-03,19,INDIANA.HUB,0.31252688470625356,INC
2022-01-03,19,LOUISIANA.HUB,0.18062464457348812,DEC
2022-01-03,19,MINN.HUB,0.19115030946536996,DEC
2022-01-03,19,TEXAS.HUB,0.11950226152365051,DEC
2022-01-03,20,ARKANSAS.HUB,0.19146371815943697,DEC
2022-01-03,20,LOUISIANA.HUB,0.22265485044864042,DEC
2022-01-03,20,MICHIGAN.HUB,0.18480975092552143,DEC
2022-01-03,20,MINN.HUB,0.5481701074175725,DEC
2022-01-03,20,MS.HUB,0.18771905881360026,DEC
2022-01-03,20,TEXAS.HUB,0.18992271663034632,DEC
2022-01-03,21,ARKANSAS.HUB,0.1861267151183826,DEC
2022-01-03,21,INDIANA.HUB,0.13547413343873194,INC
2022-01-03,21,LOUISIANA.HUB,0.19371312995733853,DEC
2022-01-03,21,MINN.HUB,0.6632375151021077,DEC
2022-01-03,21,MS.HUB,0.19966746746685415,DEC
2022-01-03,21,TEXAS.HUB,0.18361574835389866,DEC
2022-01-03,22,ILLINOIS.HUB,0.18609378815631045,INC
2022-01-03,22,INDIANA.HUB,1.345751990826925,INC
2022-01-03,22,LOUISIANA.HUB,1.0976036037513208,INC
2022-01-03,22,MICHIGAN.HUB,0.1527192953171602,INC
2022-01-03,22,MS.HUB,3.518253692430034,INC
2022-01-03,23,ARKANSAS.HUB,0.3033222958748157,DEC
2022-01-03,23,ILLINOIS.HUB,0.12023233433348644,INC
2022-01-03,23,MICHIGAN.HUB,0.10051295307312154,INC
2022-01-04,0,ILLINOIS.HUB,0.14449500837776758,DEC
2022-01-04,0,INDIANA.HUB,0.5824551605223813,INC
2022-01-04,0,LOUISIANA.HUB,0.663486687680765,INC
2022-01-04,1,ARKANSAS.HUB,0.10949843956323499,INC
2022-01-04,1,INDIANA.HUB,1.279954973668387,INC
2022-01-04,1,LOUISIANA.HUB,1.0894537792724102,INC
2022-01-04,1,MICHIGAN.HUB,0.1263829114205815,INC
2022-01-04,1,MINN.HUB,0.3236083452370755,DEC
2022-01-04,2,ARKANSAS.HUB,0.7738919202200985,INC
2022-01-04,2,LOUISIANA.HUB,0.5447953056887509,INC
2022-01-04,2,MINN.HUB,0.3870030350751586,DEC
2022-01-04,2,MS.HUB,0.5051372815747714,INC
2022-01-04,2,TEXAS.HUB,0.1539804235967359,INC
2022-01-04,3,INDIANA.HUB,8.295853959611431,INC
2022-01-04,3,LOUISIANA.HUB,1.0647066486006456,INC
2022-01-04,3,MINN.HUB,0.1876335844418447,INC
2022-01-04,3,TEXAS.HUB,0.1057997412953318,INC
2022-01-04,4,INDIANA.HUB,0.12874637802087607,DEC
2022-01-04,4,LOUISIANA.HUB,0.13362818351841804,INC
2022-01-04,4,MICHIGAN.HUB,0.1126514539425711,INC
2022-01-04,4,MINN.HUB,0.16958648319949526,DEC
2022-01-04,4,MS.HUB,0.5848868058443356,INC
2022-01-04,5,ARKANSAS.HUB,0.6382853055170874,INC
2022-01-04,5,ILLINOIS.HUB,0.3467758849344684,INC
2022-01-04,5,MINN.HUB,0.10481388820695842,DEC
2022-01-04,5,TEXAS.HUB,0.12543021095870593,DEC
2022-01-04,6,ILLINOIS.HUB,0.11887927509487484,INC
2022-01-04,6,INDIANA.HUB,0.16381968289349763,DEC
2022-01-04,6,TEXAS.HUB,0.17791454351562008,INC
2022-01-04,7,ARKANSAS.HUB,0.3921579797920312,DEC
2022-01-04,7,ILLINOIS.HUB,0.4430275143911651,DEC
2022-01-04,7,INDIANA.HUB,0.27106117513147354,DEC
2022-01-04,7,MICHIGAN.HUB,0.3989688092963228,DEC
2022-01-04,8,ILLINOIS.HUB,0.7469829258319454,INC
2022-01-04,8,INDIANA.HUB,1.8880488736306056,INC
2022-01-04,8,LOUISIANA.HUB,3.465911675966309,INC
2022-01-04,8,MICHIGAN.HUB,0.3954868069357453,INC
2022-01-04,8,MS.HUB,2.4923233789293,INC
2022-01-04,8,TEXAS.HUB,0.4658779201051887,INC
2022-01-04,9,ARKANSAS.HUB,0.3186486365637028,INC
2022-01-04,9,ILLINOIS.HUB,0.259447925794272,INC
2022-01-04,9,INDIANA.HUB,1.2596395969036855,INC
2022-01-04,9,LOUISIANA.HUB,1.5481701460897053,INC
2022-01-04,9,MICHIGAN.HUB,2.292450669655225,INC
2022-01-04,9,MINN.HUB,0.15867632756000447,INC
2022-01-04,9,MS.HUB,6.271134276350741,INC
2022-01-04,9,TEXAS.HUB,0.4902359747906045,INC
2022-01-04,10,INDIANA.HUB,0.19920680042317365,INC
2022-01-04,11,ARKANSAS.HUB,0.21814849009460996,DEC
2022-01-04,11,ILLINOIS.HUB,0.30203447918580273,DEC
2022-01-04,11,INDIANA.HUB,0.14921803648252657,INC
2022-01-04,12,ARKANSAS.HUB,0.13667867106212836,DEC
2022-01-04,12,LOUISIANA.HUB,0.201958828499934,DEC
2022-01-04,12,MINN.HUB,0.21169933510703673,DEC
2022-01-04,12,MS.HUB,0.31088534917646915,INC
2022-01-04,13,INDIANA.HUB,0.9985064767867795,INC
2022-01-04,14,ILLINOIS.HUB,0.19537202016312388,INC
2022-01-04,14,MINN.HUB,0.2033871815228282,INC
2022-01-04,14,TEXAS.HUB,0.19157683062118508,INC
2022-01-04,15,ILLINOIS.HUB,2.2587499791667804,INC
2022-01-04,15,INDIANA.HUB,2.2684857947689863,INC
2022-01-04,15,LOUISIANA.HUB,5.294801778555619,INC
2022-01-04,15,MICHIGAN.HUB,3.204522326068741,INC
2022-01-04,15,MINN.HUB,1.8284454967539505,INC
2022-01-04,15,MS.HUB,2.4457420961607537,INC
2022-01-04,16,ARKANSAS.HUB,2.0900338829465595,INC
2022-01-04,16,ILLINOIS.HUB,4.260991468940757,INC
2022-01-04,16,INDIANA.HUB,4.319646629683238,INC
2022-01-04,16,LOUISIANA.HUB,7.713589050452143,INC
2022-01-04,16,MICHIGAN.HUB,4.357490766421632,INC
2022-01-04,16,MINN.HUB,1.9159939280248115,INC
2022-01-04,16,MS.HUB,5.72055513054616,INC
2022-01-04,16,TEXAS.HUB,2.2999762474465855,INC
2022-01-04,17,ARKANSAS.HUB,0.1971888551030717,INC
2022-01-04,17,ILLINOIS.HUB,0.44420658701107424,INC
2022-01-04,17,LOUISIANA.HUB,0.20168318688436673,INC
2022-01-04,17,MINN.HUB,0.23283117366279973,INC
2022-01-04,18,ILLINOIS.HUB,0.2447279080321404,INC
2022-01-04,18,TEXAS.HUB,0.12076174807876923,DEC
2022-01-04,19,INDIANA.HUB,0.6951313169145484,DEC
2022-01-04,19,LOUISIANA.HUB,0.28310789459346286,DEC
2022-01-04,19,MINN.HUB,0.12257854684930497,DEC
2022-01-04,19,MS.HUB,0.11349912595137751,DEC
2022-01-04,19,TEXAS.HUB,0.11168102503654986,DEC
2022-01-04,20,ARKANSAS.HUB,0.11883330942415143,DEC
2022-01-04,20,LOUISIANA.HUB,0.2732981821920556,DEC
2022-01-04,20,MICHIGAN.HUB,0.18660170986028687,DEC
2022-01-04,20,MINN.HUB,0.3339780119268132,DEC
2022-01-04,20,MS.HUB,0.14843575602176223,DEC
2022-01-04,21,ARKANSAS.HUB,0.172425072132622,DEC
2022-01-04,21,LOUISIANA.HUB,0.2368204639387581,DEC
2022-01-04,21,MINN.HUB,0.4688822528866026,DEC
2022-01-04,21,MS.HUB,0.2109066913654304,DEC
2022-01-04,21,TEXAS.HUB,0.18005137569087837,DEC
2022-01-04,22,INDIANA.HUB,1.0529311862166106,INC
2022-01-04,22,LOUISIANA.HUB,1.4634242100037598,INC
2022-01-04,22,MINN.HUB,0.13632972233060028,DEC
2022-01-04,22,MS.HUB,3.502850136950574,INC
2022-01-04,23,ARKANSAS.HUB,0.16936737586072925,DEC
2022-01-04,23,MINN.HUB,0.8330698114453977,DEC
2022-01-04,23,TEXAS.HUB,0.15774071650394883,INC
2022-01-05,0,LOUISIANA.HUB,0.5598383755008618,INC
2022-01-05,0,MICHIGAN.HUB,0.3235516882735727,INC
2022-01-05,0,MINN.HUB,0.14350639533500462,DEC
2022-01-05,0,MS.HUB,0.20683516958826953,INC
2022-01-05,1,ARKANSAS.HUB,0.18946815041940682,INC
2022-01-05,1,INDIANA.HUB,1.2685831604029407,INC
2022-01-05,1,LOUISIANA.HUB,0.12221441665967257,INC
2022-01-05,1,MICHIGAN.HUB,0.30658105252365314,INC
2022-01-05,1,MINN.HUB,1.0792498777276198,DEC
2022-01-05,1,MS.HUB,0.3022429427573097,INC
2022-01-05,2,ARKANSAS.HUB,0.7496851621756526,INC
2022-01-05,2,ILLINOIS.HUB,0.2212225790299015,DEC
2022-01-05,2,MINN.HUB,0.5581899979097534,DEC
2022-01-05,2,MS.HUB,2.1663344068799546,INC
2022-01-05,2,TEXAS.HUB,0.15384898215495912,DEC
2022-01-05,3,ARKANSAS.HUB,0.12051328419823115,DEC
2022-01-05,3,INDIANA.HUB,9.189205629950461,INC
2022-01-05,3,LOUISIANA.HUB,1.2794057877470189,INC
2022-01-05,3,MICHIGAN.HUB,0.626057401031723,INC
2022-01-05,3,MINN.HUB,0.5436126803308527,INC
2022-01-05,3,MS.HUB,0.19473369160465823,INC
2022-01-05,3,TEXAS.HUB,0.13331735277537432,INC
2022-01-05,4,ARKANSAS.HUB,0.1883829339894688,DEC
2022-01-05,4,INDIANA.HUB,0.16876924177141656,DEC
2022-01-05,4,MS.HUB,0.3296850343575316,INC
2022-01-05,5,ILLINOIS.HUB,0.5349334239225267,INC
2022-01-05,5,MS.HUB,0.37452324497372064,INC
2022-01-05,5,TEXAS.HUB,0.20406049331866888,DEC
2022-01-05,6,MS.HUB,0.15735965340811103,INC
2022-01-05,6,TEXAS.HUB,0.1802471030388475,INC
2022-01-05,7,INDIANA.HUB,0.10683197117150245,DEC
2022-01-05,7,MINN.HUB,0.30526679049036004,DEC
2022-01-05,7,MS.HUB,0.278249801181007,DEC
2022-01-05,7,TEXAS.HUB,0.2102980890680052,DEC
2022-01-05,8,ARKANSAS.HUB,0.2870994159421712,DEC
2022-01-05,8,ILLINOIS.HUB,1.7011895729473971,INC
2022-01-05,8,INDIANA.HUB,1.7858058003591595,INC
2022-01-05,8,LOUISIANA.HUB,3.35894612969557,INC
2022-01-05,8,MICHIGAN.HUB,0.1117214100280657,DEC
2022-01-05,8,MS.HUB,2.4465197733235873,INC
2022-01-05,8,TEXAS.HUB,0.6750290807391083,INC
2022-01-05,9,ARKANSAS.HUB,0.26112714214400096,INC
2022-01-05,9,ILLINOIS.HUB,0.6011585542576582,INC
2022-01-05,9,INDIANA.HUB,1.706851513742173,INC
2022-01-05,9,LOUISIANA.HUB,1.5427282398183144,INC
2022-01-05,9,MICHIGAN.HUB,2.2492624551727536,INC
2022-01-05,9,MINN.HUB,0.5002412606736407,INC
2022-01-05,9,MS.HUB,5.874563044256836,INC
2022-01-05,9,TEXAS.HUB,0.43756316807612156,INC
2022-01-05,10,INDIANA.HUB,0.20084317952394212,INC
2022-01-05,11,MICHIGAN.HUB,0.15948129438638242,INC
2022-01-05,12,ILLINOIS.HUB,0.1260410280809021,DEC
2022-01-05,12,INDIANA.HUB,0.16609322460013973,DEC
2022-01-05,12,LOUISIANA.HUB,0.15795954246633406,DEC
2022-01-05,12,MINN.HUB,0.11775225793755074,INC
2022-01-05,13,LOUISIANA.HUB,0.1832412878556897,INC
2022-01-05,13,MICHIGAN.HUB,0.7879380313013997,INC
2022-01-05,13,MS.HUB,0.21691875277948036,INC
2022-01-05,13,TEXAS.HUB,0.19451373640338374,INC
2022-01-05,14,INDIANA.HUB,1.121662387105604,INC
2022-01-05,14,MINN.HUB,0.27257215451632727,INC
2022-01-05,15,ARKANSAS.HUB,0.28581826637204616,INC
2022-01-05,15,ILLINOIS.HUB,2.181529556291357,INC
2022-01-05,15,INDIANA.HUB,2.2003256368889965,INC
2022-01-05,15,LOUISIANA.HUB,4.887737796704222,INC
2022-01-05,15,MICHIGAN.HUB,3.0177266269905565,INC
2022-01-05,15,MINN.HUB,1.8501212860288083,INC
2022-01-05,15,MS.HUB,2.338264233946982,INC
2022-01-05,16,ARKANSAS.HUB,2.073403497838974,INC
2022-01-05,16,ILLINOIS.HUB,3.9833971413491867,INC
2022-01-05,16,INDIANA.HUB,4.0101414238231365,INC
2022-01-05,16,LOUISIANA.HUB,7.208503281821431,INC
2022-01-05,16,MICHIGAN.HUB,4.061889602819827,INC
2022-01-05,16,MINN.HUB,1.849220785740768,INC
2022-01-05,16,MS.HUB,5.283682163865797,INC
2022-01-05,16,TEXAS.HUB,2.1349341852630195,INC
